,Track Number,Track Title,Album Name,Year Released,Lyric
6,22,Rules,Hot Pink,2019,"b""When I shake that ass, I'ma do that shit in slow motion (Motion, slow motion, yeah)\n"""
7,22,Rules,Hot Pink,2019,"b'You got a whole lotta cash, and nigga, you know I want it (Want it, you know I want it)\n'"
8,22,Rules,Hot Pink,2019,"b'Break some bread up, nigga, that butter my biscuit (Ha)\n'"
9,22,Rules,Hot Pink,2019,"b""You ain't talk money, then really, that's none of my business (That's none of my biz)\n"""
10,22,Rules,Hot Pink,2019,"b""I don't even need these lenses (Yeah)\n"""
11,22,Rules,Hot Pink,2019,b'20 on 20 my vision (Woo)\n'
12,22,Rules,Hot Pink,2019,b'20 on 20 my vision (Woo)\n'
13,22,Rules,Hot Pink,2019,b'Bad yellow bitch with her eye on the prize\n'
14,22,Rules,Hot Pink,2019,"b""But nigga, I ain't no minion (Yeah, yeah)\n"""
15,22,Rules,Hot Pink,2019,"b""But nigga, I ain't no minion (Yeah, yeah)\n"""
16,22,Rules,Hot Pink,2019,"b'Millions, thousands, billions (Trillions)\n'"
17,22,Rules,Hot Pink,2019,"b'Bobs on me like Dylan, blondes on me like Hilton\n'"
18,22,Rules,Hot Pink,2019,"b'Wendys on me like Williams, shouting, digging\n'"
19,22,Rules,Hot Pink,2019,"b""Look at me like I'm alien, bitch, I'm fucking reptilian\n"""
20,22,Rules,Hot Pink,2019,"b""Bitch, bitch, awAll y'all bitches was wrong\n"""
21,22,Rules,Hot Pink,2019,"b""Talkin' 'bout I fell off\n"""
22,22,Rules,Hot Pink,2019,"b""All y'all bitches was wrong\n"""
23,22,Rules,Hot Pink,2019,"b""Talkin' 'bout I fell off\n"""
24,22,Rules,Hot Pink,2019,"b""You ain't even get on\n"""
25,22,Rules,Hot Pink,2019,"b'Bitch, bitch, yaw\n'"
26,22,Rules,Hot Pink,2019,"b""All y'all bitches is precious\n"""
27,22,Rules,Hot Pink,2019,"b'Wait, I meant to say jealous\n'"
28,22,Rules,Hot Pink,2019,"b""All y'all bitches is jealous\n"""
29,22,Rules,Hot Pink,2019,"b'Bitch, bitch\n'"
30,22,Rules,Hot Pink,2019,"b""Said play with my pussy, but don't play with my emotions (Emotions)\n"""
31,22,Rules,Hot Pink,2019,b'If you spend some money then maybe I just might fuck ya (Fuck ya)\n'
32,22,Rules,Hot Pink,2019,"b""When I shake that ass, I'ma do that shit in slow motion (Motion)\n"""
33,22,Rules,Hot Pink,2019,"b'You got a whole lotta cash, and nigga, you know I want it (Want it)\n'"
34,22,Rules,Hot Pink,2019,"b""Play with my pussy, but don't play with my emotions (Emotions, yeah)\n"""
35,22,Rules,Hot Pink,2019,"b'If you spend some money, then maybe I just might fuck ya (Fuck ya, yeah, yeah)\n'"
36,22,Rules,Hot Pink,2019,"b""When I shake that ass, I'ma do that shit in slow motion (Motion, slow motion, yeah)\n"""
37,22,Rules,Hot Pink,2019,"b'You got a whole lotta cash, and nigga, you know I want it (Want it, you know I want it)\n'"
38,22,Rules,Hot Pink,2019,"b""(And now you playin' with my emotions)\n"""
39,22,Rules,Hot Pink,2019,"b""Nigga, don't do it, you blew it\n"""
40,22,Rules,Hot Pink,2019,b'You tryna cast spells on a bitch with potions\n'
41,22,Rules,Hot Pink,2019,"b'Nigga, I need devotion\n'"
42,22,Rules,Hot Pink,2019,b'(Leaving you with that lotion)\n'
43,22,Rules,Hot Pink,2019,"b'Telling me this and that, the third\n'"
44,22,Rules,Hot Pink,2019,"b""That shit for the birds, I'm ghosting\n"""
45,22,Rules,Hot Pink,2019,"b""If you don't dive in that pussy like dolphins\n"""
46,22,Rules,Hot Pink,2019,"b""If he don't dive in that pussy like oceans\n"""
47,22,Rules,Hot Pink,2019,b'Twins look identically like Olsens\n'
48,22,Rules,Hot Pink,2019,"b""Nigga, don't hide from the pussy, be open\n"""
49,22,Rules,Hot Pink,2019,"b""Nigga wan' spy on the pussy like Austin\n"""
50,22,Rules,Hot Pink,2019,"b'(Do I make you horny, baby?)\n'"
51,22,Rules,Hot Pink,2019,"b""That's my ego that you stroking\n"""
52,22,Rules,Hot Pink,2019,"b""Nigga, don't laugh 'cause the pussy ain't joking\n"""
53,22,Rules,Hot Pink,2019,"b""Nigga, go splash when the pussy be soakin' (Yeah)\n"""
54,22,Rules,Hot Pink,2019,"b""Where that nigga who don't play mind games at?\n"""
55,22,Rules,Hot Pink,2019,"b'You got a fake gold chain on, change that\n'"
56,22,Rules,Hot Pink,2019,"b""Tryna spit game while I'm on my way out, late ass\n"""
57,22,Rules,Hot Pink,2019,"b'Where that nigga, man? Where he at? Where he at?\n'"
58,22,Rules,Hot Pink,2019,"b'You got a fake gold chain on, change that\n'"
59,22,Rules,Hot Pink,2019,"b""Tryna spit game while I'm on my way out, late ass\n"""
60,22,Rules,Hot Pink,2019,"b'Where that nigga, man? Where he at? Where he at?\n'"
61,22,Rules,Hot Pink,2019,b'You might also like\n'
62,22,Rules,Hot Pink,2019,"b""Said play with my pussy, but don't play with my emotions (Emotions)\n"""
63,22,Rules,Hot Pink,2019,"b'If you spend some money, then maybe I just might fuck ya (Fuck ya)\n'"
64,22,Rules,Hot Pink,2019,"b""When I shake that ass, I'ma do that shit in slow motion (Motion)\n"""
65,22,Rules,Hot Pink,2019,"b'You got a whole lotta cash, and nigga, you know I want it (Want it)\n'"
66,22,Rules,Hot Pink,2019,"b""Play with my pussy, but don't play with my emotions (Emotions, yeah)\n"""
67,22,Rules,Hot Pink,2019,"b'If you spend some money, then maybe I just might fuck ya (Fuck ya, yeah, yeah)\n'"
68,22,Rules,Hot Pink,2019,"b""When I shake that ass, I'ma do that shit in slow motion (Motion, slow motion, yeah)\n"""
69,22,Rules,Hot Pink,2019,"b'You got a whole lotta cash, and nigga, you know I want it (Want it, you know I want it)\n'"
0,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Trick, trick)\n"""
1,23,Bottom Bitch,Hot Pink,2019,"b'I\xe2\x80\x99m her pimp (Pimp, pimp)She my flip (Flip, flip)\n'"
2,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't\xe2\x80\x85forget\xe2\x80\x85(Get, get)That's my\xe2\x80\x85trick (Trick, trick)\n"""
3,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
4,23,Bottom Bitch,Hot Pink,2019,"b'I\xe2\x80\x99m her pimp (Pimp, pimp)\n'"
5,23,Bottom Bitch,Hot Pink,2019,"b'She my flip (Flip, flip)\n'"
6,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't\xe2\x80\x85forget\xe2\x80\x85(Get, get)\n"""
7,23,Bottom Bitch,Hot Pink,2019,"b""That's my\xe2\x80\x85trick (Trick, trick)\n"""
8,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
9,23,Bottom Bitch,Hot Pink,2019,"b""Ooh,\xe2\x80\x85that\xe2\x80\x99s my trick (That's my trick)\n"""
10,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
11,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
12,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
13,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
14,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
15,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
16,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
17,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
18,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
19,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
20,23,Bottom Bitch,Hot Pink,2019,b'That\xe2\x80\x99s my ho\n'
21,23,Bottom Bitch,Hot Pink,2019,b'That\xe2\x80\x99s my doe\n'
22,23,Bottom Bitch,Hot Pink,2019,"b""That's my glow up\n"""
23,23,Bottom Bitch,Hot Pink,2019,b'She go hard\n'
24,23,Bottom Bitch,Hot Pink,2019,b'She just like a pro\n'
25,23,Bottom Bitch,Hot Pink,2019,b'She just wanna blow up\n'
26,23,Bottom Bitch,Hot Pink,2019,b'If you talkin\xe2\x80\x99 shit\n'
27,23,Bottom Bitch,Hot Pink,2019,b'Wipe your spit off my nuts\n'
28,23,Bottom Bitch,Hot Pink,2019,"b'Nigga, grow up\n'"
29,23,Bottom Bitch,Hot Pink,2019,"b""On a boat like I'm Noah\n"""
30,23,Bottom Bitch,Hot Pink,2019,"b""Xan like I'm Noah\n"""
31,23,Bottom Bitch,Hot Pink,2019,"b""Damn, I don't know her no more\n"""
32,23,Bottom Bitch,Hot Pink,2019,b'And she bought a crib\n'
33,23,Bottom Bitch,Hot Pink,2019,b'Then she bought a whip\n'
34,23,Bottom Bitch,Hot Pink,2019,b'In her Prada fit\n'
35,23,Bottom Bitch,Hot Pink,2019,b'Got some Gucci kicks\n'
36,23,Bottom Bitch,Hot Pink,2019,b'That\xe2\x80\x99s my bottom bitch\n'
37,23,Bottom Bitch,Hot Pink,2019,"b""'Cause she 'bout it, bitch\n"""
38,23,Bottom Bitch,Hot Pink,2019,"b""And I'm proud of it\n"""
39,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Trick, trick)\n"""
40,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (Pimp, pimp)She my flip (Flip, flip)\n"""
41,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Get, get)\n"""
42,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (Trick, trick)\n"""
43,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
44,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (Pimp, pimp)\n"""
45,23,Bottom Bitch,Hot Pink,2019,"b'She my flip (Flip, flip)\n'"
46,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Get, get)\n"""
47,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (Trick, trick)\n"""
48,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
49,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (That's my trick)\n"""
50,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
51,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
52,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
53,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
54,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
55,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
56,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
57,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
58,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
59,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
60,23,Bottom Bitch,Hot Pink,2019,b'You might also like\n'
61,23,Bottom Bitch,Hot Pink,2019,"b""She don't create no problems\n"""
62,23,Bottom Bitch,Hot Pink,2019,"b""That's why the bitch my bottom\n"""
63,23,Bottom Bitch,Hot Pink,2019,"b'And she like a model, oh woah\n'"
64,23,Bottom Bitch,Hot Pink,2019,"b""She ain't no rat, she possum\n"""
65,23,Bottom Bitch,Hot Pink,2019,b'All up in that concoction\n'
66,23,Bottom Bitch,Hot Pink,2019,"b'Personal coochie popper, oh\n'"
67,23,Bottom Bitch,Hot Pink,2019,b'Slip in to something pretty\n'
68,23,Bottom Bitch,Hot Pink,2019,b'I need to be this fitted\n'
69,23,Bottom Bitch,Hot Pink,2019,"b""Baby gon' get her way, yeah, oh woah\n"""
70,23,Bottom Bitch,Hot Pink,2019,"b""Baby, don't keep me waitin'\n"""
71,23,Bottom Bitch,Hot Pink,2019,"b""Baby boy, what you payin'?\n"""
72,23,Bottom Bitch,Hot Pink,2019,b'Drop it and I will stay witcha\n'
73,23,Bottom Bitch,Hot Pink,2019,"b""'Cause I know what you want, don't lie (Don't lie)\n"""
74,23,Bottom Bitch,Hot Pink,2019,b'You want something for one night\n'
75,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Trick, trick)\n"""
76,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (Pimp, pimp)She my flip (Flip, flip)\n"""
77,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Get, get)That's my trick (Trick, trick)\n"""
78,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
79,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (Pimp, pimp)\n"""
80,23,Bottom Bitch,Hot Pink,2019,"b'She my flip (Flip, flip)\n'"
81,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Get, get)\n"""
82,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (Trick, trick)\n"""
83,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
84,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (That's my trick)\n"""
85,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
86,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
87,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
88,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
89,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
90,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp (I'm her pimp)\n"""
91,23,Bottom Bitch,Hot Pink,2019,b'She my flip (She my flip)\n'
92,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't forget)\n"""
93,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick (That's my trick)\n"""
94,23,Bottom Bitch,Hot Pink,2019,b'She my bottom bitch\n'
95,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Don't you forget)\n"""
96,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp, she my flip (Don't)\n"""
97,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't you forget)\n"""
98,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick, bottom bitch (Don't you forget)\n"""
99,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Ayy, ayy, ayy, ayy)\n"""
100,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp, she my flip (Ayy, ayy)\n"""
101,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Ayy, ayy, ayy, ayy)\n"""
102,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick, bottom bitch (Ayy)\n"""
103,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp, she my flip (Don't)\n"""
104,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Don't you forget)\n"""
105,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick, bottom bitch (Don't you forget)\n"""
106,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, that's my trick (Ayy, ayy, ayy, ayy)\n"""
107,23,Bottom Bitch,Hot Pink,2019,"b""I'm her pimp, she my flip (Ayy, ayy)\n"""
108,23,Bottom Bitch,Hot Pink,2019,"b""Ooh, don't forget (Ayy, ayy, ayy, ayy)\n"""
109,23,Bottom Bitch,Hot Pink,2019,"b""That's my trick, bottom bitch (Ayy)\n"""
110,23,Bottom Bitch,Hot Pink,2019,b'Ooh\n'
111,23,Bottom Bitch,Hot Pink,2019,b'Ooh\n'
112,23,Bottom Bitch,Hot Pink,2019,b'Ooh\n'
0,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
1,24,Say So,Hot Pink,2019,"b""I'd let you had I\xe2\x80\x85known\xe2\x80\x85it, why don't\xe2\x80\x85you say so?\n"""
2,24,Say So,Hot Pink,2019,"b""Didn't even notice, no\xe2\x80\x85punches left to roll with\n"""
3,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? Say so\n'
4,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
5,24,Say So,Hot Pink,2019,"b""I'd let you had I known it, why don't you say so?\n"""
6,24,Say So,Hot Pink,2019,"b""Didn't even notice, no punches left to roll with\n"""
7,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? Say so\n'
8,24,Say So,Hot Pink,2019,"b""It's been a long time since you fell in love\n"""
9,24,Say So,Hot Pink,2019,"b""You ain't coming out your shell, you ain't really been yourself\n"""
10,24,Say So,Hot Pink,2019,"b'Tell me, what must I do? (Do tell, my love)\n'"
11,24,Say So,Hot Pink,2019,"b""'Cause luckily, I'm good at reading\n"""
12,24,Say So,Hot Pink,2019,"b""I wouldn't bug him, but he won't stop cheesin'\n"""
13,24,Say So,Hot Pink,2019,"b""And we can dance all day around itIf you frontin', I'll be bouncing\n"""
14,24,Say So,Hot Pink,2019,"b""If you frontin', I'll be bouncing\n"""
15,24,Say So,Hot Pink,2019,"b'If you want it, scream it, shout it, babe\n'"
16,24,Say So,Hot Pink,2019,b'Before I leave you dry\n'
17,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
18,24,Say So,Hot Pink,2019,"b""I'd let you had I known it, why don't you say so?\n"""
19,24,Say So,Hot Pink,2019,"b""Didn't even notice, no punches left to roll with\n"""
20,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? Say so\n'
21,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
22,24,Say So,Hot Pink,2019,"b""I'd let you had I known it, why don't you say so?\n"""
23,24,Say So,Hot Pink,2019,"b""Didn't even notice, no punches left to roll with\n"""
24,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? Say so (Yeah)\n'
25,24,Say So,Hot Pink,2019,"b'Let me check my chest, my breath right quick (Ha)\n'"
26,24,Say So,Hot Pink,2019,"b""He ain't ever seen it in a dress like this (Ah)\n"""
27,24,Say So,Hot Pink,2019,"b""He ain't ever even been impressed like this\n"""
28,24,Say So,Hot Pink,2019,b'Prolly why I got him quiet on the set like zip\n'
29,24,Say So,Hot Pink,2019,"b'Like it, love it, need it bad\n'"
30,24,Say So,Hot Pink,2019,"b'Take it, own it, steal it fast\n'"
31,24,Say So,Hot Pink,2019,"b'Boy, stop playing, grab my ass\n'"
32,24,Say So,Hot Pink,2019,"b""Why you actin' like you shy? (Hot)\n"""
33,24,Say So,Hot Pink,2019,"b""Shut it, save it, keep it pushin'\n"""
34,24,Say So,Hot Pink,2019,"b""Why you beating 'round the bush?\n"""
35,24,Say So,Hot Pink,2019,"b""Knowin' you want all this woman\n"""
36,24,Say So,Hot Pink,2019,"b""Never knock it 'til you try (Yah, yah)\n"""
37,24,Say So,Hot Pink,2019,b'All of them bitches hating I have you with me\n'
38,24,Say So,Hot Pink,2019,"b""All of my niggas sayin' you mad committed\n"""
39,24,Say So,Hot Pink,2019,"b'Realer than anybody you had, and pretty\n'"
40,24,Say So,Hot Pink,2019,"b'All of the body-ody, the ass and titties\n'"
41,24,Say So,Hot Pink,2019,b'You might also like\n'
42,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
43,24,Say So,Hot Pink,2019,"b""I'd let you had I known it, why don't you say so?\n"""
44,24,Say So,Hot Pink,2019,"b""Didn't even notice, no punches left to roll with\n"""
45,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? Say so\n'
46,24,Say So,Hot Pink,2019,"b'Day to night to morning, keep with me in the moment\n'"
47,24,Say So,Hot Pink,2019,"b""I'd let you had I known it, why don't you say so?\n"""
48,24,Say So,Hot Pink,2019,"b""Didn't even notice, no punches left to roll with\n"""
49,24,Say So,Hot Pink,2019,b'You got to keep me focused; you want it? \n'
0,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'C\xc3\xa1llate, Mike CrookBurr, burr\n'"
1,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Gucci (Don't stop)\n"""
2,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Doja, GatoYeah (Don't stop)\n"""
3,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Burr, burr\n'"
4,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'Gucci\n'
5,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Doja, Gato\n'"
6,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'Yeah\n'
7,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Tha-tha-tha-tha-tha-that's my shit, that's my wave\n"""
8,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it\xe2\x80\x85like\xe2\x80\x85that and I'll\xe2\x80\x85repay it\n"""
9,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't\xe2\x80\x85afraid\n"""
10,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way\n'"
11,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""That's my shit, that's my wave\n"""
12,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it like that and I'll repay it\n"""
13,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't afraid\n"""
14,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way (Yeah)\n'"
15,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'I said, ""Do that, do that, baby, all night long""\n'"
16,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""And I'ma turn off all my phones\n"""
17,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""You know I hate it when I'm left on readBut he make it all up in the bed\n"""
18,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'But he make it all up in the bed\n'
19,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""And he take me out, dinin' on nothin' but the best\n"""
20,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'He got Off-White on right, damn, he can dress\n'"
21,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Makin' plans from the East, makin' bands in the West\n"""
22,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Rockstar, Black Beatle type, bands on his bread\n'"
23,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""And baby, I want it, and I'll just be honest\n"""
24,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""'Cause I just can't front when I look at you\n"""
25,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just keep it one hundred, when I throw these hundreds\n'"
26,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""I hope that your ass gon' know what to do\n"""
27,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Tha-tha-tha-tha-tha-that's my shit, that's my wave\n"""
28,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it like that and I'll repay it\n"""
29,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't afraid\n"""
30,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way\n'"
31,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""That's my shit, that's my wave\n"""
32,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it like that and I'll repay it (\n"""
33,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't afraid (\n"""
34,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way\n'"
35,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'Gucci El Dorado\n'
36,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Gucci Mane and Doja Cat, call me El Gato (Gato)\n'"
37,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""I'm the big boss and I got big bread (Yeah)\n"""
38,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""I'm gettin' big-headed and I like good head (Shh)\n"""
39,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""I'm not cheap, baby, and I'm sure not selfish (No)\n"""
40,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Shakin' like Elvis, damn near broke my pelvis (Sheesh)\n"""
41,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Jumpin' off the top rope, got 'em tag teamin' (Tag)\n"""
42,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Putting on a show, I got the whole crowd screamin'\n"""
43,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Bougie with the bread, I'll knock a top-notch freak (Freak)\n"""
44,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Act like I'm a treat when a dog see me (Rr)\n"""
45,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Like a thief in the night, just like she stole my green\n'"
46,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Got me walkin' off the scene like a hole in my jeans (Damn, Gucci)\n"""
47,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'You might also like\n'
48,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Tha-tha-tha-tha-tha-tha-that's my shit, that's my wave\n"""
49,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it like that and I'll repay it\n"""
50,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't afraid\n"""
51,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way (\n'"
52,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""That's my shit, that's my wave\n"""
53,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Do it like that and I'll repay it\n"""
54,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Don't be scared, I ain't afraid\n"""
55,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b'Just like that, come my way\n'"
56,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'Said I like it\n'
57,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it\n'
58,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it\n'
59,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it like that\n'
60,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'Said I like it\n'
61,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it (Ooh)\n'
62,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it\n'
63,25,Like That (Ft. Gucci Mane),Hot Pink,2019,b'I like it like that\n'
64,25,Like That (Ft. Gucci Mane),Hot Pink,2019,"b""Tha-tha-tha-tha-tha-that's my shit\n"""
0,26,Talk Dirty,Hot Pink,2019,"b'Talk, talking to ya\n'"
1,26,Talk Dirty,Hot Pink,2019,"b""See, baby, when I'm talk, talking to ya\n"""
2,26,Talk Dirty,Hot Pink,2019,"b'Baby, when I\xe2\x80\x99m talk, talking to ya\n'"
3,26,Talk Dirty,Hot Pink,2019,"b""Baby, when I'm talk, talking to ya\n"""
4,26,Talk Dirty,Hot Pink,2019,"b'(Yeah, yeah, will you, ayy, will you, will you talk dirty back?)\n'"
5,26,Talk Dirty,Hot Pink,2019,"b'Now, when you talk like that (Will you talk to me?), I be in my bag\n'"
6,26,Talk Dirty,Hot Pink,2019,"b""I be in my bag, now, baby, I'm all in my bag (Will you talk dirty back?)\n"""
7,26,Talk Dirty,Hot Pink,2019,"b'Now, when you talk like that (Will you talk to me?), I be in my bag\n'"
8,26,Talk Dirty,Hot Pink,2019,"b'I be in my bag, now, baby, I\xe2\x80\x99m all in my bag (When you talk dirty back)\n'"
